video_id,start,end,text,dialect
0nlpfBQHNwI,00:01:46.160,00:01:50.400,هذا بالضبط ما لا تريده عندما نحاول بناء كتلة عضليه,Jordan
0nlpfBQHNwI,00:01:50.980,00:02:03.660,يجب النوم ٨ ساعات متواصلة بين الساعة ٩ مساء الى الساعة ٩ صباحا وتجنب شرب الكافيين قبل ٦ ساعات من وقت نومك لكيلا يسبب لك الارق,Jordan
0nlpfBQHNwI,00:02:04.420,00:02:07.480,الخطوة ٢ تركيب الوجبات والطعام,Jordan
0nlpfBQHNwI,00:02:07.760,00:02:15.380,هذه الخطوة هي اهم خطوه والاساس في نجاح أي برنامج، ركز عليها لان جسمك مصنوع مما تأكله,Jordan
0nlpfBQHNwI,00:02:15.520,00:02:22.600,يجب ان تأكل كميات كفاية من الطعام وتستهلك محتويات غذائية تستخدم في البناء،,Jordan
0nlpfBQHNwI,00:02:22.660,00:02:29.040,العضلات لا تظهر بالسحر او باستخدام مساحيق البروتين ولا حتى بإبر الستيرويد,Jordan
0nlpfBQHNwI,00:02:29.080,00:02:37.500,تتطلب العضلات الكمية الصحيحة من العناصر الغذائية لتنمو. يمكنك تشبيه العضلة بالجدار المبني من الطوب،,Jordan
0nlpfBQHNwI,00:02:37.500,00:02:41.640,الطوب في العضلة هو البروتين او ما يعرف بال Amino Acid,Jordan
0nlpfBQHNwI,00:02:41.900,00:02:49.620,والاسمنت الذي يلصق هذا الطوب ببعضه، في الجسم هو مصنوع من الدهون والفيتامينات والمعادن.,Jordan
0nlpfBQHNwI,00:02:49.620,00:02:53.700,اما الطاقة التي تحرك العضلة هي ما يعرف بالغلايكوجين,Jordan
0nlpfBQHNwI,00:02:53.700,00:02:55.960,وهو عباره عن جزيئات جلوكوز,Jordan
0nlpfBQHNwI,00:02:55.960,00:03:08.920,الجسم في حاله هدم وبناء مستمرة لا تتوقف مدى الحياه، إذا كنت لا تأكل ما يكفي وباتزان من العناصر الغذائية، فان وتيره الهدم ستكون اسرع من وتيره البناء,Jordan
0nlpfBQHNwI,00:03:08.920,00:03:19.160,ولهذا سترى بان كتله جسمك العضلية سوف تضمحل مع الوقت وتتراكم السعرات الحرارية كدهون ولا تستخدم للإصلاح والنمو,Jordan
0nlpfBQHNwI,00:03:19.160,00:03:29.100,لأنك لم تراعي التوازن بأمداد الجسم بما يحتاجه للبناء. ومهما حاولت التمرين في هذه المرحلة فلن تلاحظ تغيير على كتلة عضلاتك,Jordan
0nlpfBQHNwI,00:03:29.100,00:03:36.480,يجب ان تستهلك بحدود ٠.٨ إلى 1 جرام من البروتين لكل كيلو من وزن جسمك,Jordan
0nlpfBQHNwI,00:03:36.480,00:03:46.300,فمثلا اذا وزنك ٧٠ كيلو يجب ان تأكل بحدود ٥٦ الى ٧٠ جرام من صافي البروتين يوميا لا اكثر ولا اقل,Jordan
0nlpfBQHNwI,00:03:46.300,00:03:51.880,وكلما زاد الضغط على جسمك، كلما كانت احتياجاتك الغذائية أكبر.,Jordan
0nlpfBQHNwI,00:03:51.880,00:04:00.380,مصادر البروتين الجيدة هي منتجات الألبان ولحم المواشي والدواجن والأسماك والبيض والبقوليات والبذور,Jordan
0nlpfBQHNwI,00:04:00.380,00:04:10.500,اما الدهون فكميتها ٢٠-٤٠ غرام من مصادر مثل الافوكادو وزيت الزيتون وزيت جوز الهند والزبدة البقرية,Jordan
0nlpfBQHNwI,00:04:10.500,00:04:20.140,اما الفيتامينات والمعادن تأتي من الخضراوات تناول طبق سلطة كبير مشكل على كل وجبه لكي تأمن حاجه العضلات من المعادن,Jordan
0nlpfBQHNwI,00:04:20.380,00:04:29.820,وخاصه البوتاسيوم لانه مسؤول بشكل مباشر عن انقباض العضله وكميته هي بحدود ٤٧٠٠ ملغ يوميا,Jordan
0nlpfBQHNwI,00:04:29.820,00:04:33.140,الخطوة ٣ الصيام المتقطع,Jordan
0nlpfBQHNwI,00:04:33.300,00:04:44.580,أي عمليه بناء انسجه في الجسم تتوقف ويعمل نظام الهدم عندما يعمل الجهاز الهضمي. نعم يتوقف البناء ويبدا الهدم في وقت تناول الطعام,Jordan
0nlpfBQHNwI,00:04:44.840,00:04:55.600,ولكي اقرب لك المعنى بإمكانك تشبيه الموقف بعامل البناء الذي يتوقف عن العمل كل ساعه لكي يناول وجبه خفيفة ثم يرتاح ليهضم الطعام,Jordan
0nlpfBQHNwI,00:04:55.640,00:05:08.560,بهذا الشكل لن ينهي العمل في الوقت المحدد، لهذا السبب يجب ان تترك فرصه للجسم لكي يستفيد من الطعام وذلك بالتوقف عن الاكل لمد ١٦ ساعه علاقل في اليوم,Jordan
0nlpfBQHNwI,00:05:08.560,00:05:19.440,هذا هو مفهوم الصيام المتقطع، أقصر وقت الهدم لأقل وقت ممكن عن طريق تناول وجبتين الى ٣ في اليوم خلال ٨ ساعات,Jordan
0nlpfBQHNwI,00:05:19.440,00:05:26.440,ثم توقف عن الاكل لمده ١٦ ساعة لكي يستطيع جسمك بناء انسجه جديده,Jordan
0nlpfBQHNwI,00:05:26.440,00:05:32.180,الخطوة ٤ تحديد الهدف (اما خسارة وزن او بناء كتله عضليه),Jordan
0nlpfBQHNwI,00:05:32.180,00:05:40.860,يوجد ٣ أنواع من التمارين ويجب ان تؤدى معا ولكن بشكل منفرد لأنها مكمله لبعضها في برنامجك. كيف؟,Jordan
0nlpfBQHNwI,00:05:40.900,00:05:50.140,أنواع التمارين بشكل عام هي تمارين الكارديو او تمارين عضله القلب وتمارين الإطالة وهي ضرورية لتعافي العضلات,Jordan
0nlpfBQHNwI,00:05:50.140,00:05:54.060,وتمارين المقاومة وهي تمارين تضخيم العضلات,Jordan
0nlpfBQHNwI,00:05:54.240,00:06:01.880,يظن معظم الناس وخاصه النساء بان صالة الألعاب او الجم هو مركز لتضخيم العضلات وهذا اعتقاد خاطئ جدا,Jordan
0nlpfBQHNwI,00:06:01.880,00:06:08.780,اذا فهمت الفرق بين أنواع التمارين فسوف تنظر لأجهزة صالات الألعاب الرياضية بنظره مختلفة تماما,Jordan
0nlpfBQHNwI,00:06:08.780,00:06:19.200,المشي او الجري على التريدميل والدراجة الهوائية وصعود الدرج وجهاز التجديف ومثلها رقص الزومبا والسباحة وتسلق الجدار,Jordan
0nlpfBQHNwI,00:06:19.360,00:06:29.300,هي نوع من تمارين الكارديو او التمارين التي تجهد جميع عضلات الجسم وترفع معدل ضربات القلب لتسرع ضخ الدم في الأعضاء,Jordan
0nlpfBQHNwI,00:06:29.320,00:06:39.080,", وهذا يساعد على حرق الدهون المتراكمة ورفع قوه تحمل الجسم او ال stamina وتزيد من تشبع الدم بالأكسجين VO2 max",Jordan
0nlpfBQHNwI,00:06:39.380,00:06:45.500,وهذا هو الأساس في أي برنامج تدريبي ويجب تخصيص أيام محدده تمارس فيها,Jordan
0nlpfBQHNwI,00:06:45.500,00:06:55.220,اما تمارين الإطالة واليوغا فهي تزيد من مرونة وجاهزية العضلات للحرق وتزيل الالتصاقات بين أوتار العضلات والأربطة,Jordan
0nlpfBQHNwI,00:06:55.220,00:07:04.100,لتسمح بمرور كميه دم أكبر لتتوافق مع احتياج العضلة المتزايد. ويجب ان تمارس قبل وبعد أي جلسة تمرين,Jordan
0nlpfBQHNwI,00:07:04.220,00:07:12.380,اما تمارين المقاومة فهي تزيد من قوة وحجم العضلات عن طريق جعل العضلة تعمل ضد الوزن أو الجاذية,Jordan
0nlpfBQHNwI,00:07:12.760,00:07:19.500,وتشمل استخدام الأوزان الحرة وآلات الوزن وأحزمة المقاومة او وزن جسمك,Jordan
0nlpfBQHNwI,00:07:19.500,00:07:26.720,يجب استخدام هذه الانواع ال٣ في برنامج متوازن لكي تحقق نتائج مرئية على شكل الجسم,Jordan
0nlpfBQHNwI,00:07:26.720,00:07:36.840,فمثلا اذا كان هدفك حرق الدهون كرر تمارين الكارديو اكثر من تمارين المقاومة ولكن لا تهمل أي نوع من هذه الانواع ال٣ في برنامجك,Jordan
0nlpfBQHNwI,00:07:38.100,00:07:43.780,الخطوة ٥ تحدى قوه العضلات ولكن لا تقضي عليها بالأوزان,Jordan
0nlpfBQHNwI,00:07:43.780,00:07:54.120,تمرن بقوة وثقل كافي لتحدي جسمك وتجاوز قدرته الطبيعية قليلا في كل مره. بهذه الطريقة يحدث التغيير,Jordan
0nlpfBQHNwI,00:07:54.120,00:08:02.960,بمعني انه اذا كان بإمكانك رفع ٥ كيلو ٣٠ مره بدون اجهاد او تعب فهذا لن يحدث أي تغيير في قوه العضلة,Jordan
0nlpfBQHNwI,00:08:03.340,00:08:16.020,واذا كان رفع ١٠ كيلو ٣٠ مره امر مستحيل فهذا يتلف العضلة. الحل الوسط هو البدء برفع ٧.٥ كيلو وزيادة هذا الوزن مع كل تمرين حتى تصل لهدفك,Jordan
0nlpfBQHNwI,00:08:16.120,00:08:25.220,القاعدة الذهبية: ارفع اوزانك حتى تشعر في نهاية كل تمرين بشد عضلي خفيف غير مؤذي في العضلات المستهدفة,Jordan
0nlpfBQHNwI,00:08:25.220,00:08:38.820,لان بناء انسجه العضلة يحصل عن طريق هدم بعض الالياف الضعيفة في العضلة اثناء التمرين وثم اعطائها فرصه تتمثل بالراحة يومين الى ٣ ايام لبناء الياف اكبر واقوى,Jordan
0nlpfBQHNwI,00:08:39.060,00:08:44.140,ومن ثم تكرار العملية ٢-٣ مرات في الأسبوع لكل مجموعه عضلات,Jordan
0nlpfBQHNwI,00:08:45.240,00:08:48.020,الخطوة ٦ تسجيل التقدم,Jordan
0nlpfBQHNwI,00:08:48.420,00:08:59.820,لبناء العضلات، يجب عليك رفع الأوزان. لكن الأمر يتعدى ذلك. عليك أيضًا إضافة مقاومة باستمرار حتى تتكيف عضلاتك مع اوزان أكبر,Jordan
0nlpfBQHNwI,00:09:00.200,00:09:05.480,إذا لم تقم بإنشاء عبء يتحدى جسمك باستمرار، فلن يستجيب.,Jordan
0nlpfBQHNwI,00:09:05.480,00:09:13.880,لذلك قم بتسجيل كل تمرين وكل وزن قمت برفعه وعدد مرات التكرار والوقت الذي استغرقته في التمرين,Jordan
0nlpfBQHNwI,00:09:13.880,00:09:23.160,لكي تتحداه في المرة القادمة وترفع وزن اكبر قليلا او عدد مرات اكثر او بوقت اسرع وهكذا حتى تصل لهدفك,Jordan
0nlpfBQHNwI,00:09:23.160,00:09:34.300,وخصص جلسات تمرين مجموعات عضليه منفصلة في أيام الأسبوع. مثل يوم للصدر ويوم للذراعين ويوم للبطن والظهر وهكذا,Jordan
0nlpfBQHNwI,00:09:34.980,00:09:40.160,الخطوة ٧ الهرمونات وتأثيرها في المحافظة على النتائج,Jordan
0nlpfBQHNwI,00:09:40.180,00:09:48.580,نعلم بان الدماغ يتحكم بأجسامنا، ولكن هل تعلم بان الدماغ يتحكم بالجسم عن طريق افراز الهرمونات؟,Jordan
0nlpfBQHNwI,00:09:48.600,00:09:53.220,إذا هذه المعلومة جديده عليك فيجب ان تنتبه لهذه النقطة جيدا.,Jordan
0nlpfBQHNwI,00:09:53.220,00:10:02.580,توازن افراز الهرمونات امر بالغ الأهمية لصحه جسمك والافراط بإفراز أحدها على حساب الاخر قد يعرضك لأمراض مستعصية,Jordan
0nlpfBQHNwI,00:10:02.800,00:10:14.600,فمثلا الافراط في تناول الكربوهيدرات المحسنة يعرضك للسمنة وحساسيه الانسولين او السكري النوع ٢ وهو بالأصل افراط في افراز هرمون الانسولين,Jordan
0nlpfBQHNwI,00:10:14.600,00:10:22.880,الفائدة القصوى من هذه الكربوهيدرات تأتي مع استهلاك ٥٠-٧٠ غرام منها كحد اقصى في نظامك الغذائي اليومي,Jordan
0nlpfBQHNwI,00:10:22.880,00:10:34.120,وأيضا التعرض لإجهاد بدني او نفسي مستمر يزيد من افراز الكورتزول الذي يسبب السمنة وارتفاع ضغط الدم وانخفاض التمثل الغذائي او الايض,Jordan
0nlpfBQHNwI,00:10:34.740,00:10:47.840,وارتفاع مستويات هرمون الاستروجين يجعلك أكثر عرضة لجلطات الدم والسكتة الدماغية والإصابة بخلل في الغدة الدرقية وأعراض مثل التعب وتغيرات الوزن,Jordan
0nlpfBQHNwI,00:10:47.980,00:10:56.980,الاستروجين يأتي من لحوم الحيوانات الداجنة والمبيدات الحشرية ومنتجات الصويا لذلك لا تفرط بتناولها,Jordan
0nlpfBQHNwI,00:10:56.980,00:11:07.040,وعكسها هرمونات النمو مثل هرمون التستوستيرون، وهرمون النموHGH ، وعامل النمو الشبيه بالأنسولين IGF-1,Jordan
0nlpfBQHNwI,00:11:07.040,00:11:10.580,من وظفتها تحفيز نمو العضلات و زيادة قوتها,Jordan
0nlpfBQHNwI,00:11:10.580,00:11:20.620,وهرمونات السعادة مثل الدوبامين والسيروتونين والاندورفين وكلها تفرز بعد التمرين مباشره ومع استمرار الصيام المتقطع,Jordan
0nlpfBQHNwI,00:11:20.640,00:11:23.320,الخطوة ٨ المكملات الغذائية,Jordan
0nlpfBQHNwI,00:11:23.520,00:11:31.400,تركت المكملات الغذائية والاشاعات المضللة لها لأخر خطوه لأنها آخر شيء يجب أن تقلق بشأنه.,Jordan
0nlpfBQHNwI,00:11:32.000,00:11:37.540,فقط عندما تتقن كل ما ذكرته سابقا يمكن أن تهتم بالمكملات الغذائية.,Jordan
0nlpfBQHNwI,00:11:37.800,00:11:46.660,لا يمكنك الاعتماد على المكملات الغذائية لتحقيق أي مكاسب صحية لك اذا لم تكن الأساسيات مثل النوم والطعام والتمرين محكمه,Jordan
0nlpfBQHNwI,00:11:46.820,00:11:58.060,المكملات الغذائية التي يجب ان تهتم بها ليست مساحيق البروتين ولا الكرياتين وBCAA ولا أي منتج يسوق لك في الجم وصالات الرياضة,Jordan
0nlpfBQHNwI,00:11:58.240,00:12:04.180,وانما المقصود بها هو العناصر الغذائية التي قد لا تحصل عليها من الطعام,Jordan
0nlpfBQHNwI,00:12:04.180,00:12:12.520,مثل زيت السمك، الذي يساعد في تقليل الالتهاب ويمكن أن يساعد قلبك ودماغك ومفاصلك على العمل على النحو الأمثل,Jordan
0nlpfBQHNwI,00:12:12.540,00:12:22.080,والزنك وفيتامين د والكالسيوم والبوتاسيوم والمغنيسيوم كلها مكملات تساعدك على بناء كتله عضليه بشكل أفضل,Jordan
0nlpfBQHNwI,00:12:22.560,00:12:26.580,هنا نصل لنهاية الحلقة عزيزي المشاهد شاركها مع زملائك اذا استفدت منها,Jordan
0nlpfBQHNwI,00:12:26.580,00:12:33.640,"لا تنسى تشوف الحلقات السابقة وانتظر الحلقات القادمة
 اشترك بالقناة واضغط زر الاعجاب واكتبلي رأيك بالتعليقات",Jordan
0nlpfBQHNwI,00:12:33.640,00:12:38.980,"معكم الدكتور فارس وبشوفكم بحلقه اخرى بإذن الله تعالى
وأتمنى لكم دوام الصحة والعافية",Jordan
0ZeXjccLbsM,00:00:05.940,00:00:10.940,منصة حبايبنا فكرة ممتازة و عظيمة و فريدة,Jordan
0ZeXjccLbsM,00:00:10.980,00:00:14.180,حتى أنه يكون في مجال للأهالي والمختصين,Jordan
0ZeXjccLbsM,00:00:14.200,00:00:16.460,إنه يتحدثوا عن معاناتهم، احتياجاتهم,Jordan
0ZeXjccLbsM,00:00:16.480,00:00:19.460,وتتوضح بعض الأمور إلي فيها لبس كتير كبير,Jordan
0ZeXjccLbsM,00:00:19.500,00:00:21.680,وبنفس الوقت يؤسفني احكي,Jordan
0ZeXjccLbsM,00:00:21.720,00:00:25.740,إنه في استغلال من جهة بعض الأشخاص وبعض المؤسسات,Jordan
0ZeXjccLbsM,00:00:25.780,00:00:28.980,لا الأهل بيروحو بالطريق الصحيح,Jordan
0ZeXjccLbsM,00:00:29.000,00:00:31.600,ولا المختص بيكون قادر يقدم الخدمة,Jordan
0ZeXjccLbsM,00:00:31.640,00:00:34.600,فأنا بشكرهم على هاي الفكرة الفريدة من نوعها,Jordan
0ZeXjccLbsM,00:00:34.660,00:00:37.040,وبتمنالهم كل التوفيق و كل الدعم,Jordan
0ZeXjccLbsM,00:00:37.080,00:00:40.000,بالنسبة لصعوبات التعلم,Jordan
0ZeXjccLbsM,00:00:40.060,00:00:45.400,وهالشي إلي برضو في كتير من الأفكار الخاطئة,Jordan
0ZeXjccLbsM,00:00:45.480,00:00:48.520,بالمفهوم والمسمى والتشخيص,Jordan
0ZeXjccLbsM,00:00:48.580,00:00:52.260,صعوبات التعلم يتم تشخيصها,Jordan
0ZeXjccLbsM,00:00:52.280,00:00:56.560,بعد عمر دخول المدرسة إلي هو 6 سنوات وفوق,Jordan
0ZeXjccLbsM,00:00:56.640,00:00:58.760,بتنقسم لقسمين,Jordan
0ZeXjccLbsM,00:00:58.860,00:01:02.720,صعوبات تعلم نمائية و صعوبات تعلم أكاديمية,Jordan
0ZeXjccLbsM,00:01:02.760,00:01:08.080,صعوبات التعلم بيكون خلينا نحكي نمائية,Jordan
0ZeXjccLbsM,00:01:08.100,00:01:11.160,يلي هي مختصة بالمجالات اللي هي إلها دخل,Jordan
0ZeXjccLbsM,00:01:11.220,00:01:14.300,بالإدراك والإنتباه والذاكرة والتشتت,Jordan
0ZeXjccLbsM,00:01:14.400,00:01:16.220,بالنسبة للأكاديمية,Jordan
0ZeXjccLbsM,00:01:16.240,00:01:18.220,إلي هي القراءة والكتابة والحساب,Jordan
0ZeXjccLbsM,00:01:18.300,00:01:20.740,وهاد الشيء ما ببين إلا بعد عمر 6 سنوات,Jordan
0ZeXjccLbsM,00:01:20.820,00:01:22.200,إلي هو بعد عمر المدرسة,Jordan
0ZeXjccLbsM,00:01:22.340,00:01:24.600,بالنسبة لعملية التشخيص,Jordan
0ZeXjccLbsM,00:01:24.680,00:01:28.460,كتير من الناس بيقولو إنه أنا ابني عدو إعاقة أو مشكلة,Jordan
0ZeXjccLbsM,00:01:28.560,00:01:30.600,لأنه هو ما بيقرأ منيح، ما بيكتب منيح,Jordan
0ZeXjccLbsM,00:01:30.620,00:01:32.160,ما بيتذكر، ما بيدرك,Jordan
0ZeXjccLbsM,00:01:32.240,00:01:35.680,فبصفي أنه مهم جداً نوضح إنه صعوبات التعلم,Jordan
0ZeXjccLbsM,00:01:35.740,00:01:39.500,يشترط بأنه لما بدي أحكي هاد الطفل عنده صعوبات تعلم,Jordan
0ZeXjccLbsM,00:01:39.540,00:01:42.300,إنه يكون درجة ذكائه يا إما درجة ذكاء طبيعية,Jordan
0ZeXjccLbsM,00:01:42.380,00:01:44.080,أو أعلى من الطبيعي,Jordan
0ZeXjccLbsM,00:01:44.100,00:01:45.920,فصفى إنه هو مش إنسان عادي,Jordan
0ZeXjccLbsM,00:01:45.960,00:01:48.160,هو بالعكس يا إنسان ذكي جداً,Jordan
0ZeXjccLbsM,00:01:48.200,00:01:50.120,يا إنسان طبيعي,Jordan
0ZeXjccLbsM,00:01:50.160,00:01:53.100,مهم جداً نعرف إنه صعوبات التعلم,Jordan
0ZeXjccLbsM,00:01:53.200,00:01:55.720,بيتم تأهيلها,Jordan
0ZeXjccLbsM,00:01:55.800,00:01:58.700,من خلال جلسات خاصة,Jordan
0ZeXjccLbsM,00:01:58.780,00:02:00.200,بتنمية الذاكرة,Jordan
0ZeXjccLbsM,00:02:00.240,00:02:02.140,والمهارات المرتبطة بالإدراك,Jordan
0ZeXjccLbsM,00:02:02.220,00:02:03.980,والمهارات المرتبطة بالتفكير,Jordan
0ZeXjccLbsM,00:02:04.040,00:02:05.900,بالإضافة للقسم الثاني,Jordan
0ZeXjccLbsM,00:02:05.980,00:02:10.580,إلي هي المهارات الكتابية والمهارات الحسابية أو القرائية,Jordan
0ZeXjccLbsM,00:02:10.680,00:02:14.540,بيتم عملية إعادة تأهيل الطلبة,Jordan
0ZeXjccLbsM,00:02:14.580,00:02:16.140,من خلال معلم مختص,Jordan
0ZeXjccLbsM,00:02:16.200,00:02:18.280,قادر على علاج هذه المشكلة,Jordan
0ZeXjccLbsM,00:02:18.340,00:02:19.700,زي ما حكينا قبل,Jordan
0ZeXjccLbsM,00:02:19.760,00:02:22.520,لا يتم تشخيصها قبل عمر 6 سنوات,Jordan
0ZeXjccLbsM,00:02:22.560,00:02:25.700,ويشترط أن يكون درجة الذكاء طبيعية أو أعلى من الطبيعة,Jordan
0ZeXjccLbsM,00:02:25.740,00:02:27.420,وهاد مهم جداً يعرفوا الأهل,Jordan
0ZeXjccLbsM,00:02:27.460,00:02:29.740,حتى يكون فاهم إنه هو ابنه مش معاق,Jordan
0ZeXjccLbsM,00:02:29.820,00:02:32.240,ولا عنده تدني في القدرات العقلية,Jordan
1c9xZEhrbzU,00:00:05.640,00:00:08.360,بتساعد تمارين التنفس والنفخ الأطفال,Jordan
1c9xZEhrbzU,00:00:08.460,00:00:11.300,على تدريب عضلات النطق لإلهم,Jordan
1c9xZEhrbzU,00:00:11.540,00:00:14.180,زي مثلاً إذا علمنا طفل ينفخ في مصاصة,Jordan
1c9xZEhrbzU,00:00:14.280,00:00:16.660,فالمصاصة بتساعده إنه يدور شفايفه,Jordan
1c9xZEhrbzU,00:00:16.680,00:00:19.580,بهاي الطريقة بتقوى عضلات الشفاه عنده,Jordan
1c9xZEhrbzU,00:00:19.780,00:00:24.300,فهاد الشي بساعده إنه ينطق أصوات تانية,Jordan
1c9xZEhrbzU,00:00:24.360,00:00:25.800,زي الواو (و)  والشين (ش),Jordan
1c9xZEhrbzU,00:00:25.880,00:00:27.840,لإنهم بحتاجوا لتدوير الشفاه,Jordan
1c9xZEhrbzU,00:00:27.920,00:00:29.340,أما تمارين التنفس,Jordan
1c9xZEhrbzU,00:00:29.420,00:00:31.020,خصوصاً التنفس البطني,Jordan
1c9xZEhrbzU,00:00:31.080,00:00:33.680,بساعد الأطفال إنه بقوي عضلات البطن لإلهم,Jordan
1c9xZEhrbzU,00:00:33.740,00:00:36.540,فبالتالي بساعدهم إنه ينتظم نفسهم أكتر,Jordan
1c9xZEhrbzU,00:00:36.780,00:00:39.580,خصوصاً الأطفال إلي بعانوا من التأتأة,Jordan
1c9xZEhrbzU,00:00:39.680,00:00:41.820,أو إلي عندهم مشاكل زي الشلل الدماغي,Jordan
1hAfB0EUS4E,00:00:00.000,00:00:03.200,السلام عليكم مقدمكم الدكتور فارس عرب,Jordan
1hAfB0EUS4E,00:00:03.204,00:00:07.160,إذا كنت مثل معظم الناس تجلس معظم اليوم في نشاطك العام. ,Jordan
1hAfB0EUS4E,00:00:07.172,00:00:12.960,فالاحتمالات هي أن جسمك قد تكيف مع الوقت ليأخذ شكل الكرسي بفعالية. ,Jordan
1hAfB0EUS4E,00:00:12.961,00:00:17.600,نعم، يصبح جسمك بمرور الوقت جيدًا جدا في الجلوس، ,Jordan
1hAfB0EUS4E,00:00:17.615,00:00:22.240,عن طريق اضعاف بعض العضلات وتقصير عضلات أخرى. ,Jordan
1hAfB0EUS4E,00:00:22.241,00:00:27.840,دمج هذه الحقيقة مع الطرق الاخرى للجلوس مثل الانحناء للأمام والميل على الجانبين ,Jordan
1hAfB0EUS4E,00:00:27.841,00:00:33.440,او أي وضعيه أخرى بحثا عن الراحة، لن تشعر بألم أسفل الظهر فحسب، ,Jordan
1hAfB0EUS4E,00:00:33.468,00:00:38.720,بل تخلق مجموعتان من المشاكل التي يمكن تمييزها بمجرد النظر ,Jordan
1hAfB0EUS4E,00:00:38.721,00:00:45.040,وهي ١ يزحف الرأس إلى الأمام من منتصف الظهر والكتفين تستدير ,Jordan
1hAfB0EUS4E,00:00:45.042,00:00:50.240,و٢ يتقوس أسفل الظهر بشكل مفرط مع بروز الحوض للخلف. ,Jordan
1hAfB0EUS4E,00:00:50.241,00:00:54.560,ولجعل الأمور أسوأ، شد العضلات العميقة في أسفل الظهر ,Jordan
1hAfB0EUS4E,00:00:54.561,00:00:58.360,يجعل أحد كتفي الجسم أكثر ميلانا من الآخر,Jordan
